"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"115","Meanwhile Dr C N RAO are mujhe bhi bharat ratna mila koi mere baare me bhi baat karo... #ThankyouSachin",FALSE,0,NA,2014-02-04 17:42:59,FALSE,NA,"430758395209986049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SojraniMS",0,FALSE,FALSE,NA,NA
"116","RT @imDhoni_fc: #ThankYouSachin u gave us joy,smile,pride &amp; tears.You are the real Bharat Ratna of Mother India.#TeamDhoni @sachin_rt http:…",FALSE,0,NA,2014-02-04 17:42:10,FALSE,NA,"430758192180502528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainingfans",6,TRUE,FALSE,NA,NA
"117","@sachin_rt Thank You for making India proud and Thank you for being the inspiration for millions to chase their dreams. #ThankyouSachin",FALSE,0,"sachin_rt",2014-02-04 17:39:42,FALSE,NA,"430757572065230848","135421739","web","sachin10_sourav",1,FALSE,FALSE,NA,NA
"118","#ThankYouSachin 
#BharatRatna Sachin Tendulkar 
http://t.co/BPWertwpIX",FALSE,0,NA,2014-02-04 17:38:29,FALSE,NA,"430757262206836736",NA,"web","Guru_Shifu",0,FALSE,FALSE,NA,NA
"119","RT @Siddharth_Vin0d: @BCCI  #ThankYouSachin is it still on??",FALSE,0,NA,2014-02-04 17:38:13,FALSE,NA,"430757197413249025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VKSahu4",1,TRUE,FALSE,NA,NA
"120","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 17:37:14,FALSE,NA,"430756951060774913",NA,"web","arnav789",18,TRUE,FALSE,NA,NA
"121","RT @KashyapVishesh: As fitting an accolade as a genius can get! #ThankYouSachin #BharatRatna http://t.co/Yisa1459L0",FALSE,0,NA,2014-02-04 17:36:22,FALSE,NA,"430756729614110721",NA,"web","omkardarekar",1,TRUE,FALSE,NA,NA
"122","Congrats @sachin_rt for the Bharat Ratna.. You are truly the most valuable ""ratna"" of India. #Saluethelegend #sachinforever #ThankYouSachin",FALSE,0,NA,2014-02-04 17:35:57,FALSE,NA,"430756628304891904",NA,"web","Crickstore",0,FALSE,FALSE,NA,NA
"123","#ThankYouSachin #LoveYouSACHIN http://t.co/TsOzxtZQ62""",FALSE,0,NA,2014-02-04 17:27:02,FALSE,NA,"430754381814702080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nikhi_nk",0,FALSE,FALSE,NA,NA
"124","RT @GravySpeaks: #Sachin - Our #BharatRatna !! love you #GOD !  #ThankYouSachin #LoveYouSACHIN http://t.co/upnzhwdfiT",FALSE,0,NA,2014-02-04 17:26:39,FALSE,NA,"430754287677739008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nikhi_nk",1,TRUE,FALSE,NA,NA
"125","As fitting an accolade as a genius can get! #ThankYouSachin #BharatRatna http://t.co/Yisa1459L0",FALSE,0,NA,2014-02-04 17:26:18,FALSE,NA,"430754195952504834",NA,"web","KashyapVishesh",1,FALSE,FALSE,NA,NA
"126","RT @imDhoni_fc: #ThankYouSachin u gave us joy,smile,pride &amp; tears.You are the real Bharat Ratna of Mother India.#TeamDhoni @sachin_rt http:…",FALSE,0,NA,2014-02-04 17:20:50,FALSE,NA,"430752820489252864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RejaSagar",6,TRUE,FALSE,NA,NA
"127","Our God #Sachin becomes youngest at 40 to receive #BharatRatna. Well habit of making records doesn't die. #ThankYouSachin Missed greatly :(",FALSE,0,NA,2014-02-04 17:13:10,FALSE,NA,"430750893042987008",NA,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","PranayMehta_PM",0,FALSE,FALSE,NA,NA
"128","Congratulations to @Sachin_RT for Bharat Ratna. 

Take A Bow Sir. #ThankYouSachin http://t.co/TyrZhb1wZR",FALSE,0,NA,2014-02-04 17:11:13,FALSE,NA,"430750401541844992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PratiikMalhotra",0,FALSE,FALSE,"72.81538495","21.1659975"
"129","#ThankYouSachin",FALSE,1,NA,2014-02-04 17:08:40,FALSE,NA,"430749759968927745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DustyPetals",0,FALSE,FALSE,NA,NA
"130","Bharat Ratna Sachin Tendulkar. The world stands at his feet today. A poud moment indeed for the entire nation #ThankYouSachin #respect",FALSE,0,NA,2014-02-04 16:53:11,FALSE,NA,"430745865649541120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","So_Mean11",0,FALSE,FALSE,NA,NA
"131","You truly are ""Bharat Ratna"". Thanks again for all the memories and uniting our nation. @sachin_rt #ThankYouSachin",FALSE,0,NA,2014-02-04 16:52:15,FALSE,NA,"430745630160343040",NA,"web","sumukh_sharma",0,FALSE,FALSE,NA,NA
"132","#ThankYouSachin u gave us joy,smile,pride &amp; tears.You are the real Bharat Ratna of Mother India.#TeamDhoni @sachin_rt http://t.co/FAdKZLIFDs",FALSE,14,NA,2014-02-04 16:51:59,FALSE,NA,"430745560794943488",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","imDhoni_fc",6,FALSE,FALSE,NA,NA
"133","RT @pragyanojha: The king and his kingdom!! #ThankYouSachin http://t.co/z1h5aZAaIT",FALSE,0,NA,2014-02-04 16:45:20,FALSE,NA,"430743887008002048",NA,"web","sumukh_sharma",737,TRUE,FALSE,NA,NA
"134","Has Satya Nadella thanked Sachin yet? #ThankYouSachin",FALSE,0,NA,2014-02-04 16:42:04,FALSE,NA,"430743066173919232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_surajbhat",0,FALSE,FALSE,NA,NA
"135","That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/qlNRD4CKc2
@I_AmVerified @weareidentical",FALSE,1,NA,2014-02-04 16:40:16,FALSE,NA,"430742614761934849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sohanjain12",0,FALSE,FALSE,"80.2809243","13.0978479"
"136","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 16:39:53,FALSE,NA,"430742518955642880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sohanjain12",18,TRUE,FALSE,NA,NA
"137","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 16:36:20,FALSE,NA,"430741622163116032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Arihant__",18,TRUE,FALSE,NA,NA
"138","If there's one person who deserves the Bharat Ratna, it's Sachin Tendulkar.
#ThankYouSachin for carrying the hopes of a billion people!",FALSE,1,NA,2014-02-04 16:34:38,FALSE,NA,"430741196990734336",NA,"web","Arshines",0,FALSE,FALSE,NA,NA
"139","#ThankYouSachin",FALSE,0,NA,2014-02-04 16:24:28,FALSE,NA,"430738638398181376",NA,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","srmani12",0,FALSE,FALSE,NA,NA
"140","Aila, Pintya! #ThankYouSachin http://t.co/Se6Uox20yU",FALSE,0,NA,2014-02-04 16:21:08,FALSE,NA,"430737798832746497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CricCrazyNIKS",0,FALSE,FALSE,NA,NA
"141","So happy to see @sachin_rt sir getting #BharatRatna from the president! (: Congrats sachin! We always love you  #ThankYouSachin #BharatRatna",FALSE,0,NA,2014-02-04 16:19:00,FALSE,NA,"430737262943277056",NA,"web","Rahul_rapheal",0,FALSE,FALSE,NA,NA
"142","#BharatRatanSachinTendulkar #ThankYouSachin #SachinSachin #SaluteToTheLegend #Pride http://t.co/p5gnswCCIT",FALSE,0,NA,2014-02-04 16:12:02,FALSE,NA,"430735509980459008",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","PranayVaishnav",0,FALSE,FALSE,NA,NA
"143","Today I have been taken over by an overwhelming urge to thank that man again. #ThankYouSachin",FALSE,0,NA,2014-02-04 16:07:41,FALSE,NA,"430734411810611200",NA,"web","SohamSamaddar",0,FALSE,FALSE,NA,NA
"144","RT @mipaltan: The first sportsperson to receive India's highest civilian award. #SaluteTheLegend #BharatRatna #ThankYouSachin",FALSE,0,NA,2014-02-04 15:47:15,FALSE,NA,"430729270067859456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prakash_throb",87,TRUE,FALSE,NA,NA
"145","@BCCI #ThankYouSachin",FALSE,0,"BCCI",2014-02-04 15:46:49,FALSE,NA,"430729161225674752","185142711","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","AroraTaral",0,FALSE,FALSE,NA,NA
"146","Congrats master blaster for bharat ratna #ThankYouSachin",FALSE,0,NA,2014-02-04 15:42:16,FALSE,NA,"430728015895474176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RishabhDixit23",0,FALSE,FALSE,NA,NA
"147","Ratna OF Bharat Shri Sachin Ramesh Tendulkar Awarded By Bharat Ratna..

Its Really Proudest Moment For Every SRT Fan.. #ThankYouSachin",FALSE,0,NA,2014-02-04 15:41:42,FALSE,NA,"430727875684495361",NA,"<a href=""http://www.WindowsPhone.com/"" rel=""nofollow"">Windows Phone</a>","ShIshIr_Cku",0,FALSE,FALSE,NA,NA
"148","SACH is Passion. #SachinTendulkar #SRT #ThankYouSachin #India #Cricket #BCCI @sachin_rt @BCCI @mipaltan #Pune #Mumbai http://t.co/qjJCXA1G1X",FALSE,0,NA,2014-02-04 15:37:52,FALSE,NA,"430726908121067520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dabbangism",0,FALSE,FALSE,NA,NA
"149","What a moment.. The #BharatRatna comes to The Timeless Legend @sachin_rt - The hero of all, and I mean all, #India ! #ThankYouSachin !",FALSE,0,NA,2014-02-04 15:35:59,FALSE,NA,"430726433875312642",NA,"web","Nirav_R_Mehta",0,FALSE,FALSE,NA,NA
"150","@sachin_rt You deserve everything bcoz you served the nation made us feel proud #ThankYouSachin",FALSE,0,"sachin_rt",2014-02-04 15:33:34,FALSE,NA,"430725829073444864","135421739","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AkshadSamdekar",0,FALSE,FALSE,NA,NA
"151","#Sachin - Our #BharatRatna !! love you #GOD !  #ThankYouSachin #LoveYouSACHIN http://t.co/upnzhwdfiT",FALSE,1,NA,2014-02-04 15:33:15,FALSE,NA,"430725748442157056",NA,"web","GravySpeaks",1,FALSE,FALSE,NA,NA
"152","RT @baba_gyaandev: It still broke my heart..when that media guy said ""Purva Cricket khiladi Sachin Tendulkar"" ko Bharat Ratna se nawaaza ga…",FALSE,0,NA,2014-02-04 15:30:29,FALSE,NA,"430725051453681664",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","harshal_magar",3,TRUE,FALSE,NA,NA
"153","Me with Sachin Tendulkar :)  on 17th January,2014.An unforgettable day in my life.
#ThankYouSachin... http://t.co/UWb3dkddxr",FALSE,0,NA,2014-02-04 15:29:08,FALSE,NA,"430724710922350594",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","vpgowtham",0,FALSE,FALSE,NA,NA
"154","RT @Sonia__Singh: #ThankYouSachin RT @SaurabhTurakhia: @Sonia__Singh Bharat Ratna.... http://t.co/yEBvsgWyIT",FALSE,0,NA,2014-02-04 15:24:22,FALSE,NA,"430723510424453120",NA,"web","simthecoolme",1,TRUE,FALSE,NA,NA
"155","#ThankYouSachin RT @SaurabhTurakhia: @Sonia__Singh Bharat Ratna.... http://t.co/yEBvsgWyIT",FALSE,3,NA,2014-02-04 15:23:21,FALSE,NA,"430723257084706816",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","Sonia__Singh",1,FALSE,FALSE,NA,NA
"156","RT @Sportskeeda: That moment. #SachinTendulkar #BharatRatna #ThankYouSachin http://t.co/CDiM75EjUg",FALSE,0,NA,2014-02-04 15:20:10,FALSE,NA,"430722454198435840",NA,"web","roger_dcosta",37,TRUE,FALSE,NA,NA
"157","@sachin_rt memorable moment.... life time achievement... Great honour &amp; a standing ovation frm all across d country... @bcci #ThankYouSachin",FALSE,0,"sachin_rt",2014-02-04 15:18:02,FALSE,NA,"430721920150294529","135421739","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","k_trichur",0,FALSE,FALSE,NA,NA
"158","@sachin_rt recieved #BharatRatna .... an auspecious night.... congratz master #ThankYouSachin @bcci",FALSE,0,"sachin_rt",2014-02-04 15:16:59,FALSE,NA,"430721653421932544","135421739","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","k_trichur",0,FALSE,FALSE,NA,NA
"159","SACH is Passion.

Sachin Tendulkar gets Bharat Ratna today.
@sachin_rt #India #cricket #BCCI #ThankYouSachin SRT Best http://t.co/rd3WxVDSof",FALSE,0,NA,2014-02-04 15:13:00,FALSE,NA,"430720651863666688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Redfish18",0,FALSE,FALSE,NA,NA
"160","#WOW #ThankYouSachin @sachin_rt #BharatRatna http://t.co/7GBzY9vTFb",FALSE,0,NA,2014-02-04 15:04:46,FALSE,NA,"430718578052956160",NA,"web","rai_nishant",1,FALSE,FALSE,NA,NA
"161","RT @mipaltan: The first sportsperson to receive India's highest civilian award. #SaluteTheLegend #BharatRatna #ThankYouSachin",FALSE,0,NA,2014-02-04 15:04:00,FALSE,NA,"430718388218765313",NA,"web","AdarshMoily",87,TRUE,FALSE,NA,NA
"162","RT @Sportskeeda: That moment. #SachinTendulkar #BharatRatna #ThankYouSachin http://t.co/CDiM75EjUg",FALSE,0,NA,2014-02-04 14:58:25,FALSE,NA,"430716982762024960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ankitjain12",37,TRUE,FALSE,NA,NA
"163","It was nice catching up with Shoaib Akhtar, one of the fastest bowlers of the world at the #ThankYouSachin Party. http://t.co/uQchT7m8pk",FALSE,6,NA,2014-02-04 14:57:58,FALSE,NA,"430716866256838656",NA,"web","siddhantvats",2,FALSE,FALSE,NA,NA
"164","A million tons of love, support, hugs, cheers &amp; #congos to @sachin_rt for recieving #BharatRatna ! #billi #ThankYouSachin",FALSE,1,NA,2014-02-04 14:56:17,FALSE,NA,"430716443169005568",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","GravySpeaks",0,FALSE,FALSE,NA,NA
"165","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:54:39,FALSE,NA,"430716031959445504",NA,"web","reyanshareeff",18,TRUE,FALSE,NA,NA
"166","@BCCI #ThankYouSachin",FALSE,0,"BCCI",2014-02-04 14:54:37,FALSE,NA,"430716026636861440","185142711","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Mangalgayen1",0,FALSE,FALSE,NA,NA
"167","RT @Sportskeeda: That moment. #SachinTendulkar #BharatRatna #ThankYouSachin http://t.co/CDiM75EjUg",FALSE,0,NA,2014-02-04 14:50:41,FALSE,NA,"430715034545561600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Umangkelani",37,TRUE,FALSE,NA,NA
"168","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:50:31,FALSE,NA,"430714993957289984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ankitajmani",18,TRUE,FALSE,NA,NA
"169","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:50:20,FALSE,NA,"430714948885282816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Umangkelani",18,TRUE,FALSE,NA,NA
"170","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:49:40,FALSE,NA,"430714781247344640",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>","10dOOlkar",18,TRUE,FALSE,NA,NA
"171","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:49:27,FALSE,NA,"430714723450245120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RameshKatrina1",18,TRUE,FALSE,NA,NA
"172","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:49:04,FALSE,NA,"430714628134281216",NA,"web","mahi111290",18,TRUE,FALSE,NA,NA
"173","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:47:11,FALSE,NA,"430714156921012225",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UmangMevada",18,TRUE,FALSE,NA,NA
"174","@iKabirBedi Yes, as a diehard @sachin_rt fan, I am thrilled 2. Maybe #Dhyanchand shd hv got too but what d heck. #ThankYouSachin once more.",FALSE,0,"iKabirBedi",2014-02-04 14:45:34,FALSE,"430707175556513792","430713746265088000","31135086","web","Mini2411Singh",0,FALSE,FALSE,NA,NA
"175","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:44:41,FALSE,NA,"430713527787978752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arj_90",18,TRUE,FALSE,NA,NA
"176","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:43:43,FALSE,NA,"430713282794516480",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","iKatolicious",18,TRUE,FALSE,NA,NA
"177","And finally 'Bharat Ratna' gets ' @sachin_rt '  :D #BharatRatnaSachinTendulkar :') #SaluteTheLegend #ThankYouSachin http://t.co/gYzUMZm625",FALSE,0,NA,2014-02-04 14:43:00,FALSE,NA,"430713100786876416",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_VKohliGrl",1,FALSE,FALSE,NA,NA
"178","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:42:59,FALSE,NA,"430713096005754880",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","TopiWali",18,TRUE,FALSE,NA,NA
"179","Absolutely delighted..seeing #BharatRatna @sachin_rt 
 #ThankYouSachin..",FALSE,0,NA,2014-02-04 14:42:24,FALSE,NA,"430712951712931840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vaisakh4u",0,FALSE,FALSE,NA,NA
"180","Trying my best to get up. My GCS is still fluctuating. #PostWorkFatigue #ThankyouSachin",FALSE,0,NA,2014-02-04 14:41:46,FALSE,NA,"430712791226658816",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iOS</a>","umarnagi",1,FALSE,FALSE,"67.0109784","24.81372789"
"181","RT @CricCrazyNIKS: That smile, Sachin Tendulkar. Bharat Ratna. Legend. #ThankYouSachin http://t.co/hO2dVFoXML",FALSE,0,NA,2014-02-04 14:40:45,FALSE,NA,"430712533826019328",NA,"web","cinemawaali",18,TRUE,FALSE,NA,NA
